filename	total_length	ncontigs	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
DRR122544.fasta	5581923	83	67252.08	515393	532	589	6	270238	8	136674	14	52645	27
DRR122545.fasta	5597887	94	59551.99	385534	536	296	3	234323	9	131297	16	45412	30
DRR122546.fasta	5462575	69	79167.75	515180	536	489	5	204074	9	130333	15	62121	27
DRR122547.fasta	5660482	58	97594.52	729222	509	194	2	299583	7	198733	12	86569	20
DRR122548.fasta	5454715	59	92452.80	431634	509	389	4	299688	8	245742	12	86569	19
DRR122549.fasta	5540632	56	98939.86	729262	509	198	2	299583	7	214378	11	86569	19
DRR122551.fasta	5594697	66	84768.14	900264	520	478	5	345498	6	233778	10	93210	16
DRR122553.fasta	5630444	86	65470.28	472810	548	680	7	214744	10	129688	16	40272	30
DRR122555.fasta	5539671	49	113054.51	729383	509	196	2	376195	6	214472	10	99441	17
DRR122556.fasta	5542457	50	110849.14	729542	509	781	8	376195	6	250527	10	99441	17
DRR122559.fasta	5499350	76	72359.87	389864	529	193	2	270394	9	182643	13	59513	25
DRR122560.fasta	5816066	106	54868.55	522475	526	291	3	220800	8	171405	14	47187	27
DRR122561.fasta	5588078	106	52717.72	826848	520	390	4	346568	6	229205	10	60899	21
DRR122562.fasta	5328732	50	106574.64	1119553	501	198	2	369322	5	293858	8	93211	13
DRR122564.fasta	5431364	50	108627.28	749667	542	390	4	370914	5	238716	9	86610	17
DRR122566.fasta	5480669	44	124560.66	942330	759	487	5	426487	5	328104	8	86650	15
DRR122567.fasta	5497306	80	68716.32	389753	528	193	2	248222	9	156798	15	41692	27
DRR122570.fasta	5462820	56	97550.36	564988	509	98	1	328639	7	214845	11	76986	20
DRR124975.fasta	5847603	135	43315.58	572468	502	490	5	343599	7	270880	11	61838	20
DRR124976.fasta	5630357	102	55199.58	532016	508	298	3	266743	8	168012	13	40000	27
DRR124977.fasta	5730703	92	62290.25	506613	530	590	6	231085	9	146935	15	46942	27
DRR124978.fasta	5734165	95	60359.63	506613	559	688	7	203890	10	146339	16	61511	28
DRR124979.fasta	5599467	56	99990.48	1462227	508	588	6	427550	4	331781	7	68213	12
DRR124980.fasta	5660234	135	41927.66	532016	501	590	6	261262	8	158983	13	40000	28
DRR124982.fasta	5969926	92	64890.50	541020	506	694	7	295436	8	151398	14	58519	25
DRR124985.fasta	5746815	110	52243.77	839396	503	1190	12	338864	7	220361	11	48356	22
DRR124987.fasta	5961464	88	67743.91	541324	506	694	7	298361	8	162200	14	60884	25
DRR124988.fasta	5733674	89	64423.30	477955	559	888	9	225235	11	146935	16	72539	27
DRR124989.fasta	5597658	81	69106.89	799120	500	489	5	374882	6	233321	10	74852	18
DRR124991.fasta	5538303	69	80265.26	586028	510	596	6	369541	6	294503	9	93004	16
DRR124992.fasta	5496021	60	91600.35	1454769	509	590	6	431486	4	269186	7	98047	15
DRR124993.fasta	5673547	139	40816.88	816810	502	587	6	343795	6	270880	10	53840	20
DRR124994.fasta	5607976	75	74773.01	470253	507	588	6	316588	8	263884	11	86517	19
DRR124997.fasta	5687951	85	66917.07	895069	516	488	5	317321	6	217594	11	73794	20
DRR124998.fasta	5669054	81	69988.32	804535	536	595	6	310696	6	108841	12	58562	25
DRR125001.fasta	5469665	48	113951.35	1552821	541	790	8	384826	4	260540	8	99441	14
DRR125002.fasta	5921849	125	47374.79	502797	519	686	7	244971	9	146779	15	42894	28
DRR125004.fasta	5994617	100	59946.17	556477	510	1081	11	336472	8	223686	12	47013	23
DRR125005.fasta	5697460	120	47478.83	774319	502	196	2	377407	6	294271	9	63530	16
DRR125007.fasta	5989693	189	31691.50	381676	504	389	4	92315	20	58356	36	19558	71
DRR125008.fasta	5753100	127	45300.00	430714	501	297	3	224936	11	146339	17	61512	28
DRR125009.fasta	5968429	187	31916.73	341321	501	196	2	105465	19	58358	34	19569	67
DRR125010.fasta	5853209	101	57952.56	993014	509	980	10	350266	5	214703	9	51435	20
DRR125014.fasta	5696644	138	41280.03	817475	502	680	7	302744	7	217594	11	50771	23
DRR125015.fasta	5660637	136	41622.33	532016	501	594	6	262786	8	199750	13	40824	26
DRR125016.fasta	5707434	98	58239.12	389418	503	399	4	200218	10	119590	18	68367	30
DRR125017.fasta	5915469	123	48093.24	585141	543	394	4	194820	10	117026	18	43182	34
DRR125018.fasta	5678643	76	74718.99	892261	508	676	7	288137	6	223544	10	77140	19
DRR125019.fasta	5562853	62	89723.44	1454877	572	587	6	432100	4	214608	8	98117	15
DRR125020.fasta	5556920	70	79384.57	705711	507	491	5	290341	7	218661	11	86517	19
DRR125021.fasta	5428765	62	87560.73	1022955	504	491	5	418348	5	267128	9	75167	15
DRR125022.fasta	5708858	119	47973.60	607559	512	296	3	230955	8	129514	14	37489	28
DRR125025.fasta	5655443	124	45608.41	404492	517	789	8	209264	10	109278	18	34845	35
DRR125026.fasta	5468022	77	71013.27	1016618	509	593	6	479059	4	219057	8	86569	15
DRR125027.fasta	5671463	119	47659.35	585015	506	491	5	285209	8	185021	13	46558	25
DRR125028.fasta	5645072	137	41204.91	894970	502	685	7	342729	6	271750	10	61838	19
DRR125030.fasta	5562297	64	86910.89	1249635	572	684	7	384826	5	214608	8	98047	16
DRR125031.fasta	5908292	128	46158.53	477542	502	99	1	194704	11	108194	19	43182	35
DRR125032.fasta	5917476	136	43510.85	504200	502	394	4	244971	8	146779	14	34437	30
DRR125033.fasta	5619071	93	60420.12	895188	516	696	7	375184	6	233321	10	73794	18
DRR125037.fasta	5968119	137	43562.91	378547	502	198	2	172659	12	103390	21	34437	38
DRR125038.fasta	5793457	139	41679.55	407895	510	594	6	189485	10	103394	17	41606	34
DRR125039.fasta	5706857	114	50060.15	1194772	558	393	4	270875	6	130860	12	42301	24
DRR125040.fasta	5658039	134	42224.17	432031	501	694	7	261261	9	159459	14	39764	28
DRR125067.fasta	5767110	76	75883.03	778125	576	292	3	348563	6	214612	10	57096	20
DRR125668.fasta	5433620	177	30698.42	430409	593	500	5	175357	11	130466	18	34416	32
DRR128837.fasta	5892292	360	16367.48	356269	500	786	8	163804	11	86702	22	28621	44
DRR138477.fasta	5566474	35	159042.11	1020417	545	1374	14	676870	4	375068	6	102254	10
DRR138480.fasta	5492426	66	83218.58	1003898	586	393	4	316588	6	136603	12	50174	23
DRR140897.fasta	5601059	65	86170.14	771436	542	383	4	370914	5	249957	8	79149	17
DRR140900.fasta	5575172	72	77432.94	771096	557	395	4	370914	5	249957	8	78000	16
DRR140903.fasta	5624963	71	79224.83	917357	509	594	6	295699	6	198735	11	86569	19
DRR140922.fasta	5636647	76	74166.41	916272	509	686	7	342776	6	197249	11	77140	20
DRR148480.fasta	5634707	85	66290.67	789995	503	784	8	455743	6	305782	9	86565	15
DRR148482.fasta	5734346	112	51199.52	1250132	503	689	7	307976	5	179954	10	41820	20
DRR148483.fasta	5316921	58	91671.05	832287	509	777	8	363665	6	176794	10	86874	17
DRR150010.fasta	5600375	77	72732.14	712565	520	496	5	293942	6	167666	11	77637	20
DRR150298.fasta	5467011	75	72893.48	569889	511	95	1	270394	8	195106	13	59513	24
DRR150299.fasta	5585397	79	70701.23	570091	512	95	1	232023	9	166200	14	55143	27
DRR150302.fasta	5530244	36	153617.89	806956	501	100	1	425787	5	345950	8	293743	11
DRR150304.fasta	5530835	35	158023.86	807078	501	99	1	614551	4	369561	7	293743	10
DRR150305.fasta	5530525	35	158015.00	806977	501	100	1	425758	5	346067	8	293743	11
DRR150306.fasta	5536807	43	128762.95	1207725	523	198	2	479394	4	293708	8	111337	13
DRR150308.fasta	5604655	66	84919.02	649464	539	0	0	434722	5	288177	9	86610	16
DRR150309.fasta	5509789	69	79852.01	572913	536	484	5	270394	8	201014	13	54294	25
DRR150310.fasta	5551117	72	77098.85	572709	536	288	3	270279	8	156638	14	54299	26
DRR150314.fasta	5531534	37	149500.92	807078	501	294	3	614449	4	369829	7	167787	11
DRR150316.fasta	5608687	88	63735.08	1000243	504	97	1	296669	5	175227	10	65713	20
DRR150317.fasta	5717671	104	54977.61	975615	530	193	2	295769	5	198842	10	43011	22
DRR150319.fasta	5609672	93	60319.05	805039	509	295	3	364494	6	170988	12	51802	22
DRR150320.fasta	5625183	56	100449.70	770913	542	197	2	370914	5	188015	9	73087	19
DRR150322.fasta	5616625	58	96838.36	718910	557	291	3	310378	6	214827	10	73087	20
DRR150323.fasta	5606944	88	63715.27	1000243	504	194	2	223089	6	170988	12	55760	23
DRR150326.fasta	5507604	70	78680.06	572794	536	583	6	270394	8	156369	14	54631	26
DRR150328.fasta	5503242	70	78617.74	572709	536	191	2	270394	8	156369	14	54432	26
DRR150329.fasta	5617586	56	100314.04	626727	542	197	2	350275	6	239318	10	79149	19
DRR150330.fasta	5623634	57	98660.25	626523	542	389	4	364636	6	238838	10	78000	18
DRR150332.fasta	5487061	79	69456.47	413618	504	197	2	225323	10	137687	15	48894	27
DRR150333.fasta	5585456	48	116363.67	615733	501	293	3	314645	7	192715	11	90970	21
DRR150334.fasta	5585118	52	107406.12	615733	501	191	2	289865	7	151587	12	86517	22
DRR150336.fasta	5398930	43	125556.51	848411	533	100	1	325344	6	241974	9	99664	16
DRR150337.fasta	5499836	52	105766.08	626625	542	194	2	350588	6	188015	10	73726	19
DRR150338.fasta	5404786	50	108095.72	665234	533	97	1	366453	6	232304	10	95699	17
DRR150340.fasta	5614773	57	98504.79	630945	517	1174	12	347491	7	318137	10	92919	16
DRR150341.fasta	5586875	56	99765.62	615593	501	99	1	284611	7	110871	13	75721	24
DRR150342.fasta	5508323	36	153008.97	1150549	522	494	5	479897	4	378753	6	120918	10
DRR150343.fasta	5584551	50	111691.02	801988	522	396	4	348612	6	302149	9	93405	15
DRR150344.fasta	5612786	50	112255.72	801838	522	592	6	379023	5	348594	8	92919	14
DRR150345.fasta	5526052	56	98679.50	1199624	520	391	4	479298	4	294892	7	93210	12
DRR150346.fasta	5583782	38	146941.63	1150151	522	196	2	479356	4	359554	7	93405	11
DRR150347.fasta	5581278	39	143109.69	1150252	575	198	2	479148	4	359436	7	93405	11
DRR150348.fasta	5584714	39	143197.79	1150682	574	590	6	479604	4	359599	7	93405	11
DRR150350.fasta	5613167	50	112263.34	1150528	523	493	5	479703	4	359554	7	92919	12
DRR150351.fasta	5524494	61	90565.48	968073	520	98	1	310529	6	251069	10	93004	17
DRR150353.fasta	5526620	63	87724.13	712480	520	397	4	345922	5	251069	9	74659	16
DRR150354.fasta	5559911	71	78308.61	968348	520	100	1	345691	5	266648	9	93004	15
DRR150355.fasta	5604554	93	60264.02	1199722	505	491	5	393064	5	294892	8	93004	14
DRR150356.fasta	5551729	65	85411.22	968753	520	96	1	393179	5	293741	8	93004	15
DRR150357.fasta	5561455	68	81786.10	969055	520	392	4	393071	5	293741	9	93210	15
DRR150358.fasta	5524516	59	93635.86	967971	520	296	3	345434	5	261601	9	93210	14
DRR150361.fasta	5562014	68	81794.32	1198590	520	97	1	479024	4	294668	7	93210	13
DRR150362.fasta	5554869	69	80505.35	966243	520	196	2	479299	4	229205	8	93004	15
DRR150364.fasta	5409306	46	117593.61	968073	531	293	3	374373	5	310529	8	93210	13
DRR150367.fasta	5579748	59	94572.00	1151913	501	390	4	479399	4	293741	8	66374	15
DRR150368.fasta	5579059	75	74387.45	1199625	509	586	6	479299	4	229205	8	66928	15
DRR150369.fasta	5511155	57	96686.93	968478	531	195	2	326191	5	251623	9	93004	15
DRR150370.fasta	5562738	71	78348.42	1199425	520	198	2	430387	4	293741	8	93210	14
DRR150373.fasta	5554663	68	81686.22	712637	520	198	2	325856	6	293741	9	93004	16
DRR150374.fasta	5531465	62	89217.18	935595	548	97	1	370787	5	232694	8	67147	18
DRR150375.fasta	5562604	75	74168.05	1129376	520	296	3	479499	4	221002	8	67236	16
DRR150376.fasta	5524658	62	89107.39	968478	509	199	2	306138	5	251069	9	93210	15
DRR150378.fasta	5562166	74	75164.41	1199324	520	0	0	478776	4	294892	7	93004	13
DRR150379.fasta	5553208	68	81664.82	979830	520	198	2	345694	5	230317	8	93004	15
DRR150380.fasta	5521320	59	93581.69	965736	520	95	1	393070	5	251069	8	93210	14
DRR150381.fasta	5560318	68	81769.38	968073	520	99	1	479051	4	294892	7	93004	13
DRR150382.fasta	5624608	61	92206.69	626523	542	292	3	310163	7	188015	11	76212	21
DRR150384.fasta	5553105	74	75041.96	749211	520	294	3	294958	5	219061	10	93004	17
DRR150385.fasta	5624300	61	92201.64	626727	542	390	4	310163	7	188015	11	78000	21
DRR150386.fasta	5657169	64	88393.27	655200	514	194	2	370914	6	266260	9	66940	18
DRR150387.fasta	5558575	62	89654.44	967971	520	99	1	393070	5	293741	8	93210	14
DRR150389.fasta	5524795	56	98657.05	967971	501	491	5	345915	5	293741	8	93210	14
DRR150390.fasta	5524965	62	89112.34	968478	520	98	1	393032	5	293740	8	93210	13
DRR150391.fasta	5485733	80	68571.66	417511	536	95	1	220209	9	148441	16	50701	28
DRR150392.fasta	5526617	61	90600.28	1199323	520	98	1	478776	4	293741	7	81625	14
DRR150393.fasta	5525676	62	89123.81	968753	509	191	2	326437	5	229620	9	81625	16
DRR150394.fasta	5557107	65	85493.95	1199425	520	197	2	479499	4	230359	8	93004	14
DRR150395.fasta	5538391	67	82662.55	899929	520	575	6	393070	5	293741	8	69449	15
DRR150396.fasta	5539498	56	98919.61	1256359	610	294	3	621073	3	251627	7	74795	16
DRR150402.fasta	5847679	113	51749.37	952809	520	294	3	191965	7	108294	15	26266	35
DRR150404.fasta	5846322	93	62863.68	744544	508	0	0	423203	5	218832	9	84377	17
DRR150405.fasta	5734014	70	81914.49	744699	533	0	0	348605	5	248942	9	111201	16
DRR150408.fasta	5694942	88	64715.25	1361765	504	1071	11	473234	4	361318	7	129205	11
DRR150413.fasta	5611324	94	59694.94	901264	504	195	2	388163	5	237895	8	56457	18
DRR150424.fasta	5481153	47	116620.28	942377	643	295	3	395520	4	337880	7	74795	15
DRR150425.fasta	5574926	86	64824.72	517555	532	98	1	270355	8	131297	14	49120	29
DRR150426.fasta	5538110	50	110762.20	729297	509	0	0	299442	7	214378	11	99441	18
DRR150427.fasta	5613045	95	59084.68	562028	519	297	3	248223	8	166200	14	48874	27
DRR150429.fasta	5605718	95	59007.56	561085	501	0	0	203351	9	166200	14	49961	27
DRR150430.fasta	5538913	51	108606.14	492055	509	290	3	299583	8	214378	12	86569	19
DRR150431.fasta	5586341	88	63481.15	517693	532	193	2	270355	8	136674	14	49848	29
DRR150432.fasta	5619434	99	56761.96	570638	519	195	2	248223	8	166200	14	44070	28
DRR150433.fasta	5579469	84	66422.25	517543	532	97	1	270395	8	136674	14	49849	28
DRR150434.fasta	5582815	91	61349.62	517583	536	197	2	203875	9	121786	16	42750	31
DRR150435.fasta	5632664	59	95468.88	729127	509	295	3	320201	7	245742	11	86569	18
DRR150436.fasta	5576805	81	68849.44	517782	536	197	2	270355	8	131297	15	52645	28
DRR150437.fasta	5565320	86	64713.02	454629	532	291	3	234292	9	136674	15	49848	29
DRR150438.fasta	5579762	86	64880.95	517555	532	192	2	233781	9	118639	15	49150	30
DRR150439.fasta	5566899	81	68727.15	517693	532	390	4	209610	9	119603	16	49848	30
DRR150440.fasta	5546790	91	60953.74	516569	532	589	6	202189	10	131225	16	52645	31
DRR150441.fasta	5542379	57	97234.72	492395	509	591	6	299688	8	189518	12	95505	20
DRR150442.fasta	5607446	105	53404.25	561102	519	0	0	203475	9	166200	14	35833	28
DRR150443.fasta	5705570	76	75073.29	1869928	544	1277	13	479324	3	379163	5	92919	12
DRR150444.fasta	5616340	91	61718.02	572814	519	0	0	209442	9	166200	14	54293	26
DRR150445.fasta	5581903	87	64159.80	517693	532	197	2	270355	8	136674	14	49848	28
DRR150446.fasta	5570034	80	69625.43	517543	536	286	3	233636	9	131298	15	52645	29
DRR150448.fasta	5574822	81	68824.96	517555	536	193	2	270237	8	136673	14	51949	28
DRR150449.fasta	5582769	90	62030.77	517681	532	98	1	203751	9	121786	16	47024	30
DRR150450.fasta	5580984	85	65658.64	517555	532	192	2	203875	9	136674	15	49847	29
DRR150452.fasta	5593991	65	86061.40	1262740	520	682	7	325928	4	221158	8	93004	15
DRR150453.fasta	5584908	90	62054.53	517693	532	190	2	202072	10	121786	16	47026	31
DRR150454.fasta	5581305	88	63423.92	517681	532	97	1	203875	9	131369	15	49849	29
DRR150458.fasta	5509608	64	86087.62	969159	520	196	2	379211	5	284876	9	93210	15
DRR150459.fasta	5431000	45	120688.89	689103	542	0	0	370914	5	239386	8	86610	16
DRR150461.fasta	5526134	79	69951.06	916229	516	293	3	312956	5	217164	10	58678	18
DRR150463.fasta	5486990	65	84415.23	919234	516	99	1	353858	6	212060	10	103815	17
DRR150465.fasta	5618639	87	64582.06	458897	519	0	0	208603	9	156625	15	50161	27
DRR150467.fasta	5441220	72	75572.50	657239	519	200	2	248223	8	166200	13	63861	23
DRR150468.fasta	5635450	81	69573.46	735292	518	195	2	308085	6	214612	10	77141	19
DRR150469.fasta	5539559	53	104519.98	492495	509	391	4	295769	8	214472	12	99983	19
DRR150470.fasta	5539644	52	106531.62	729057	509	292	3	299583	7	206601	11	86569	19
DRR150472.fasta	5598629	81	69118.88	573428	519	97	1	226055	8	166200	14	48874	27
DRR150474.fasta	5597952	85	65858.26	573428	519	98	1	209442	9	118650	15	48874	28
DRR150475.fasta	5633540	83	67873.98	735088	518	193	2	307944	6	205939	11	63646	21
DRR150476.fasta	5600722	83	67478.58	573224	519	99	1	226056	8	166200	14	50161	27
DRR150477.fasta	5452581	27	201947.44	1866936	545	198	2	1063997	2	376232	5	101978	9
DRR150478.fasta	5493971	106	51829.92	695403	517	98	1	189180	8	116508	15	30369	30
DRR150480.fasta	5626671	91	61831.55	572916	519	0	0	209442	9	118650	15	50161	28
DRR150481.fasta	5586217	87	64209.39	560865	519	0	0	248223	8	166200	14	50161	26
DRR150482.fasta	5796433	50	115928.66	806995	774	396	4	485782	5	363024	8	86460	14
DRR150483.fasta	5633672	87	64754.85	485942	518	195	2	254216	8	206056	13	71009	22
DRR150484.fasta	5538793	45	123084.29	729000	520	0	0	376195	6	250326	10	113062	16
DRR150485.fasta	5625360	93	60487.74	572916	519	0	0	209442	9	166199	14	50699	27
DRR150486.fasta	5571060	80	69638.25	517555	532	192	2	202072	9	131297	15	52645	29
DRR150487.fasta	5463010	55	99327.45	729298	509	0	0	299688	7	215258	11	99441	19
DRR150488.fasta	5487182	49	111983.31	492322	520	0	0	344499	7	206407	11	91195	19
DRR150489.fasta	5606485	43	130383.37	929864	638	490	5	479076	4	359446	7	93405	13
DRR150492.fasta	5588322	85	65744.96	572916	536	200	2	248223	8	166200	14	60673	25
DRR150493.fasta	5645467	71	79513.62	492532	520	194	2	260210	8	198735	13	77141	22
DRR150494.fasta	5616110	86	65303.60	562232	519	199	2	270593	8	201014	13	51174	26
DRR150495.fasta	5526883	58	95291.09	729360	520	98	1	376195	6	250326	10	99441	16
DRR150499.fasta	5617978	89	63123.35	572916	519	0	0	209442	9	166200	14	50701	26
DRR150500.fasta	5589760	90	62108.44	517543	532	98	1	203875	9	118649	16	49848	30
DRR150501.fasta	5612606	99	56692.99	561379	519	198	2	248223	8	166200	14	50161	26
DRR150502.fasta	5583256	94	59396.34	561481	519	789	8	197491	10	118650	16	50253	29
DRR150503.fasta	5788881	84	68915.25	506783	519	395	4	203483	10	166200	15	63861	27
DRR150504.fasta	5570577	80	69632.21	517584	532	192	2	234417	9	131225	15	49849	29
DRR150505.fasta	5618236	90	62424.84	572989	519	783	8	209442	9	166200	15	52741	27
DRR150506.fasta	5500215	53	103777.64	683200	520	583	6	296669	7	198735	12	86569	19
DRR150507.fasta	5755950	88	65408.52	957788	510	294	3	527062	4	348205	7	53454	15
DRR150508.fasta	5750607	82	70129.35	957992	509	194	2	527184	4	348386	7	67041	14
DRR150509.fasta	5754909	89	64661.90	957992	510	292	3	473806	4	348386	7	65009	15
DRR150510.fasta	5585952	91	61384.09	517681	532	295	3	200779	10	131225	16	47026	31
DRR150511.fasta	5502119	54	101891.09	683200	509	596	6	295968	7	175066	12	77141	21
DRR150512.fasta	5447316	41	132861.37	1074420	509	0	0	430993	4	250326	8	113062	14
DRR150513.fasta	5617414	93	60402.30	517679	536	195	2	200268	10	118588	18	47026	33
DRR150514.fasta	5613184	103	54496.93	561481	536	196	2	203475	9	128850	15	50161	28
DRR150516.fasta	5704832	66	86436.85	915243	509	97	1	319224	6	210305	11	71006	20
DRR150517.fasta	5574984	79	70569.42	572898	519	97	1	248223	8	156625	14	52112	27
DRR150525.fasta	5508799	66	83466.65	968479	518	0	0	345812	6	284876	9	93004	15
DRR150527.fasta	5546545	72	77035.35	712060	531	98	1	293742	7	196912	12	89003	20
DRR150529.fasta	5509530	64	86086.41	1221009	520	0	0	379212	5	293742	8	93004	15
DRR150532.fasta	5440056	40	136001.40	1172059	533	200	2	386636	5	371144	8	102076	12
DRR150541.fasta	5648653	39	144837.26	2049423	558	197	2	929650	2	378668	5	187657	8
DRR150548.fasta	5544446	36	154012.39	1475524	581	199	2	409381	4	272292	7	112746	13
DRR150549.fasta	5506899	63	87411.10	478332	501	95	1	261237	8	146287	13	86517	23
DRR150555.fasta	5633784	88	64020.27	735088	518	289	3	267745	7	154595	13	63647	23
DRR150557.fasta	5542906	81	68430.94	517495	532	193	2	233781	9	131297	15	52645	29
DRR150559.fasta	5593309	86	65038.48	459215	536	489	5	248223	9	166200	15	50161	27
DRR150560.fasta	5606880	102	54969.41	561481	519	392	4	248227	8	166200	14	48874	27
DRR150562.fasta	5644809	57	99031.74	1104908	529	0	0	391499	4	217813	8	91329	17
DRR150563.fasta	5485636	50	109712.72	729469	509	99	1	344499	6	214609	10	91195	18
DRR150564.fasta	5580716	83	67237.54	517555	532	192	2	203875	9	131369	15	49162	30
DRR150565.fasta	5593281	88	63560.01	561204	532	98	1	203666	9	166200	14	48874	28
DRR150566.fasta	5669974	55	103090.44	927098	518	395	4	418748	5	361130	7	92919	15
DRR150568.fasta	5608509	102	54985.38	561102	519	0	0	199145	9	118650	15	48874	29
